Job profession,Linguistic,Musical,Bodily,Logical - Mathematical,Spatial-Visualization,Interpersonal,Intrapersonal,Naturalist
Language Teacher,18.0,12.0,7.0,14.0,6.0,16.0,16.0,14.0
Language Teacher,16.0,14.0,7.0,14.0,5.0,15.0,17.0,14.0
Poet,19.0,20.0,11.0,5.0,9.0,12.0,17.0,12.0
Poet,18.0,20.0,11.0,10.0,9.0,12.0,15.0,11.0
Poet,17.0,20.0,13.0,8.0,9.0,12.0,16.0,13.0
Poet,15.0,20.0,11.0,5.0,9.0,12.0,19.0,11.0
Poet,16.0,20.0,14.0,10.0,9.0,12.0,17.0,14.0
Poet,19.0,20.0,12.0,7.0,9.0,12.0,15.0,12.0
Poet,18.0,20.0,11.0,6.0,9.0,12.0,17.0,11.0
Poet,19.0,20.0,11.0,5.0,9.0,12.0,15.0,13.0
Poet,19.0,20.0,11.0,7.0,9.0,12.0,16.0,11.0
Poet,17.0,20.0,13.0,9.0,9.0,12.0,19.0,14.0
Poet,15.0,20.0,11.0,6.0,9.0,12.0,17.0,12.0
Poet,16.0,20.0,14.0,5.0,9.0,12.0,15.0,11.0
Poet,19.0,20.0,12.0,10.0,9.0,12.0,17.0,13.0
Poet,18.0,20.0,11.0,8.0,9.0,12.0,15.0,11.0
Poet,19.0,20.0,11.0,5.0,9.0,12.0,16.0,14.0
Poet,19.0,19.0,11.0,10.0,9.0,12.0,19.0,12.0
Poet,19.0,19.0,13.0,7.0,9.0,12.0,17.0,11.0
Poet,19.0,19.0,11.0,6.0,9.0,12.0,15.0,13.0
Poet,19.0,19.0,14.0,5.0,9.0,13.0,17.0,11.0
Poet,17.0,19.0,12.0,7.0,9.0,13.0,15.0,14.0
Poet,15.0,19.0,11.0,9.0,9.0,13.0,16.0,12.0
Poet,16.0,19.0,11.0,6.0,9.0,13.0,19.0,11.0
Poet,19.0,19.0,13.0,5.0,9.0,13.0,17.0,13.0
Poet,18.0,19.0,11.0,10.0,9.0,13.0,15.0,11.0
Poet,19.0,19.0,14.0,8.0,8.0,13.0,17.0,14.0
Poet,19.0,19.0,12.0,5.0,8.0,13.0,15.0,12.0
Poet,19.0,19.0,11.0,10.0,8.0,13.0,16.0,11.0
Poet,19.0,18.0,12.0,7.0,8.0,13.0,19.0,13.0
Poet,18.0,18.0,11.0,6.0,8.0,13.0,17.0,11.0
Poet,18.0,18.0,13.0,5.0,8.0,13.0,15.0,14.0
Poet,17.0,18.0,11.0,7.0,8.0,14.0,17.0,12.0
Poet,15.0,18.0,14.0,9.0,8.0,14.0,15.0,11.0
Poet,16.0,18.0,12.0,6.0,8.0,14.0,16.0,13.0
Poet,19.0,18.0,11.0,5.0,8.0,14.0,19.0,11.0
Poet,17.0,18.0,12.0,10.0,8.0,14.0,17.0,14.0
Poet,15.0,18.0,11.0,8.0,8.0,14.0,15.0,12.0
Poet,16.0,18.0,13.0,5.0,8.0,14.0,17.0,11.0
Poet,19.0,18.0,11.0,10.0,8.0,14.0,15.0,13.0
Poet,18.0,18.0,14.0,7.0,8.0,14.0,16.0,11.0
Poet,18.0,18.0,12.0,5.0,7.0,14.0,19.0,11.0
Poet,18.0,18.0,11.0,10.0,7.0,14.0,17.0,13.0
Poet,18.0,18.0,13.0,8.0,6.0,14.0,15.0,11.0
Poet,17.0,18.0,11.0,5.0,6.0,14.0,17.0,14.0
Poet,15.0,18.0,13.0,10.0,7.0,11.0,15.0,12.0
Poet,16.0,18.0,11.0,7.0,5.0,11.0,17.0,11.0
Poet,19.0,18.0,14.0,6.0,9.0,11.0,15.0,13.0
Poet,18.0,18.0,12.0,5.0,8.0,11.0,16.0,11.0
Poet,17.0,18.0,11.0,7.0,7.0,11.0,19.0,14.0
Poet,17.0,18.0,13.0,9.0,7.0,11.0,17.0,12.0
Poet,17.0,18.0,14.0,6.0,7.0,11.0,15.0,11.0
Broadcaster,17.0,11.0,19.0,11.0,8.0,18.0,7.0,12.0
Broadcaster,18.0,14.0,19.0,11.0,5.0,15.0,8.0,12.0
Broadcaster,19.0,13.0,19.0,14.0,10.0,17.0,5.0,12.0
Broadcaster,20.0,11.0,19.0,13.0,7.0,19.0,10.0,12.0
Broadcaster,19.0,11.0,19.0,12.0,6.0,20.0,7.0,12.0
Broadcaster,18.0,11.0,19.0,12.0,8.0,18.0,6.0,12.0
Broadcaster,17.0,11.0,19.0,12.0,5.0,18.0,8.0,12.0
Broadcaster,16.0,14.0,19.0,12.0,10.0,15.0,5.0,12.0
Broadcaster,17.0,13.0,19.0,11.0,7.0,17.0,10.0,12.0
Broadcaster,18.0,11.0,19.0,11.0,6.0,19.0,7.0,12.0
Broadcaster,19.0,11.0,19.0,14.0,8.0,20.0,6.0,12.0
Broadcaster,20.0,11.0,19.0,13.0,5.0,18.0,8.0,11.0
Broadcaster,19.0,11.0,19.0,12.0,10.0,18.0,5.0,11.0
Broadcaster,18.0,14.0,19.0,12.0,7.0,15.0,10.0,11.0
Broadcaster,17.0,13.0,19.0,12.0,6.0,17.0,7.0,11.0
Broadcaster,16.0,11.0,19.0,12.0,8.0,19.0,6.0,11.0
Broadcaster,17.0,11.0,19.0,12.0,5.0,20.0,8.0,11.0
Broadcaster,18.0,11.0,19.0,13.0,10.0,18.0,5.0,11.0
Broadcaster,19.0,14.0,19.0,11.0,7.0,18.0,10.0,11.0
Broadcaster,20.0,13.0,16.0,11.0,6.0,15.0,7.0,11.0
Broadcaster,19.0,11.0,16.0,14.0,8.0,17.0,6.0,11.0
Broadcaster,18.0,12.0,16.0,13.0,5.0,19.0,8.0,11.0
Broadcaster,17.0,11.0,16.0,13.0,10.0,20.0,5.0,11.0
Broadcaster,16.0,14.0,16.0,13.0,7.0,18.0,10.0,13.0
Broadcaster,17.0,13.0,16.0,13.0,6.0,15.0,7.0,13.0
Broadcaster,18.0,11.0,16.0,13.0,8.0,17.0,6.0,13.0
Broadcaster,19.0,12.0,16.0,11.0,5.0,19.0,5.0,13.0
Broadcaster,20.0,11.0,16.0,11.0,10.0,20.0,8.0,13.0
Broadcaster,19.0,14.0,16.0,14.0,7.0,18.0,5.0,13.0
Broadcaster,18.0,13.0,16.0,13.0,6.0,15.0,10.0,13.0
Broadcaster,17.0,11.0,16.0,14.0,8.0,17.0,7.0,13.0
Broadcaster,16.0,12.0,16.0,14.0,5.0,19.0,6.0,13.0
Broadcaster,17.0,11.0,16.0,14.0,10.0,20.0,8.0,13.0
Broadcaster,18.0,14.0,16.0,14.0,7.0,18.0,5.0,13.0
Broadcaster,19.0,13.0,16.0,14.0,6.0,15.0,10.0,13.0
Broadcaster,20.0,11.0,16.0,11.0,8.0,17.0,7.0,13.0
Broadcaster,19.0,13.0,16.0,11.0,5.0,19.0,6.0,13.0
Broadcaster,18.0,11.0,17.0,14.0,10.0,20.0,8.0,13.0
Broadcaster,17.0,14.0,17.0,13.0,7.0,17.0,5.0,13.0
Broadcaster,16.0,13.0,17.0,11.0,6.0,18.0,10.0,14.0
Broadcaster,16.0,11.0,17.0,11.0,8.0,15.0,7.0,14.0
Broadcaster,17.0,14.0,17.0,11.0,5.0,17.0,6.0,14.0
Broadcaster,18.0,11.0,17.0,14.0,10.0,19.0,8.0,14.0
Broadcaster,19.0,14.0,17.0,13.0,7.0,20.0,5.0,14.0
Broadcaster,20.0,13.0,17.0,11.0,6.0,17.0,10.0,14.0
Broadcaster,19.0,11.0,17.0,11.0,8.0,18.0,7.0,14.0
Broadcaster,18.0,14.0,17.0,11.0,5.0,15.0,6.0,14.0
Broadcaster,17.0,13.0,17.0,14.0,10.0,17.0,9.0,14.0
Broadcaster,16.0,11.0,17.0,13.0,7.0,19.0,8.0,14.0
Broadcaster,17.0,11.0,17.0,11.0,6.0,20.0,7.0,14.0
Artist,12.0,18.0,12.0,5.0,10.0,12.0,15.0,18.0
Artist,13.0,19.0,13.0,5.0,9.0,12.0,15.0,15.0
Artist,14.0,18.0,14.0,6.0,7.0,12.0,15.0,17.0
Artist,11.0,15.0,11.0,6.0,6.0,12.0,15.0,19.0
Artist,14.0,17.0,12.0,7.0,5.0,12.0,15.0,20.0
Artist,13.0,18.0,12.0,7.0,9.0,12.0,15.0,18.0
Artist,12.0,20.0,13.0,8.0,8.0,12.0,15.0,15.0
Artist,11.0,18.0,14.0,8.0,7.0,12.0,15.0,17.0
Artist,12.0,19.0,11.0,9.0,6.0,12.0,15.0,19.0
Artist,13.0,18.0,12.0,9.0,5.0,12.0,15.0,20.0
Artist,14.0,15.0,12.0,5.0,9.0,12.0,15.0,18.0
Artist,11.0,17.0,13.0,5.0,10.0,12.0,15.0,15.0
Artist,14.0,18.0,14.0,5.0,10.0,12.0,15.0,17.0
Artist,13.0,20.0,11.0,6.0,9.0,12.0,15.0,19.0
Artist,12.0,18.0,12.0,6.0,7.0,12.0,15.0,20.0
Artist,11.0,18.0,13.0,7.0,6.0,12.0,15.0,18.0
Artist,12.0,19.0,14.0,7.0,5.0,12.0,17.0,15.0
Artist,13.0,18.0,11.0,8.0,9.0,12.0,17.0,17.0
Artist,14.0,15.0,12.0,8.0,8.0,12.0,17.0,19.0
Artist,11.0,17.0,12.0,9.0,7.0,12.0,17.0,20.0
Artist,14.0,18.0,13.0,9.0,6.0,12.0,17.0,18.0
Artist,13.0,20.0,14.0,5.0,5.0,12.0,17.0,15.0
Artist,12.0,19.0,11.0,5.0,9.0,12.0,17.0,17.0
Artist,11.0,18.0,14.0,6.0,10.0,13.0,17.0,19.0
Artist,12.0,19.0,12.0,6.0,10.0,13.0,17.0,20.0
Artist,13.0,18.0,13.0,7.0,9.0,13.0,17.0,18.0
Artist,14.0,15.0,14.0,7.0,7.0,13.0,17.0,15.0
Artist,11.0,17.0,11.0,8.0,6.0,13.0,17.0,17.0
Artist,14.0,18.0,14.0,8.0,5.0,13.0,17.0,19.0
Artist,13.0,20.0,12.0,9.0,9.0,13.0,17.0,20.0
Artist,12.0,16.0,13.0,9.0,8.0,13.0,17.0,18.0
Artist,11.0,18.0,14.0,7.0,7.0,13.0,18.0,18.0
Artist,13.0,19.0,11.0,7.0,6.0,13.0,18.0,15.0
Artist,12.0,18.0,12.0,5.0,5.0,13.0,18.0,17.0
Artist,13.0,15.0,13.0,5.0,9.0,13.0,18.0,19.0
Artist,14.0,17.0,14.0,6.0,10.0,13.0,18.0,20.0
Artist,11.0,18.0,11.0,6.0,10.0,14.0,18.0,18.0
Artist,14.0,20.0,14.0,7.0,9.0,14.0,18.0,15.0
Artist,13.0,16.0,12.0,7.0,7.0,14.0,18.0,17.0
Artist,12.0,18.0,13.0,5.0,6.0,14.0,18.0,19.0
Artist,11.0,19.0,14.0,5.0,5.0,14.0,18.0,20.0
Artist,13.0,18.0,11.0,6.0,9.0,14.0,18.0,18.0
Artist,12.0,15.0,11.0,6.0,8.0,14.0,18.0,15.0
Artist,13.0,17.0,12.0,7.0,7.0,14.0,18.0,17.0
Artist,14.0,18.0,13.0,7.0,6.0,14.0,18.0,19.0
Artist,11.0,20.0,14.0,8.0,5.0,14.0,20.0,18.0
Artist,14.0,17.0,12.0,8.0,9.0,14.0,20.0,15.0
Artist,13.0,16.0,13.0,9.0,10.0,14.0,20.0,17.0
Artist,12.0,19.0,14.0,6.0,8.0,14.0,20.0,19.0
Artist,11.0,17.0,11.0,9.0,7.0,14.0,20.0,20.0
Graphic Designer,11.0,5.0,5.0,20.0,19.0,11.0,13.0,10.0
Graphic Designer,12.0,6.0,6.0,18.0,19.0,11.0,13.0,10.0
Graphic Designer,14.0,7.0,5.0,17.0,19.0,11.0,13.0,10.0
Graphic Designer,11.0,5.0,7.0,16.0,19.0,11.0,13.0,10.0
Graphic Designer,12.0,6.0,8.0,16.0,19.0,11.0,13.0,10.0
Graphic Designer,14.0,7.0,7.0,15.0,19.0,11.0,13.0,10.0
Graphic Designer,11.0,5.0,8.0,20.0,19.0,11.0,13.0,10.0
Graphic Designer,12.0,6.0,9.0,18.0,19.0,11.0,13.0,10.0
Graphic Designer,14.0,7.0,10.0,17.0,19.0,11.0,13.0,10.0
Graphic Designer,11.0,5.0,5.0,16.0,19.0,11.0,13.0,10.0
Graphic Designer,12.0,6.0,6.0,16.0,18.0,11.0,13.0,10.0
Graphic Designer,14.0,7.0,5.0,15.0,18.0,11.0,13.0,10.0
Graphic Designer,11.0,6.0,7.0,20.0,18.0,11.0,13.0,6.0
Graphic Designer,12.0,8.0,8.0,18.0,18.0,11.0,13.0,6.0
Graphic Designer,14.0,9.0,7.0,17.0,18.0,11.0,13.0,6.0
Graphic Designer,11.0,10.0,8.0,16.0,18.0,11.0,13.0,6.0
Graphic Designer,12.0,7.0,9.0,16.0,18.0,11.0,13.0,6.0
Graphic Designer,14.0,6.0,10.0,15.0,18.0,11.0,14.0,6.0
Graphic Designer,11.0,8.0,5.0,20.0,18.0,11.0,14.0,6.0
Graphic Designer,12.0,9.0,6.0,18.0,18.0,14.0,14.0,6.0
Graphic Designer,14.0,10.0,5.0,17.0,18.0,14.0,14.0,6.0
Graphic Designer,11.0,7.0,7.0,16.0,18.0,14.0,14.0,6.0
Graphic Designer,12.0,6.0,8.0,16.0,17.0,14.0,14.0,6.0
Graphic Designer,14.0,8.0,7.0,15.0,17.0,14.0,14.0,6.0
Graphic Designer,14.0,9.0,8.0,20.0,17.0,14.0,12.0,6.0
Graphic Designer,13.0,10.0,9.0,18.0,17.0,14.0,12.0,6.0
Graphic Designer,12.0,7.0,10.0,17.0,17.0,14.0,12.0,6.0
Graphic Designer,11.0,6.0,5.0,16.0,17.0,11.0,12.0,6.0
Graphic Designer,12.0,8.0,6.0,16.0,17.0,11.0,12.0,6.0
Graphic Designer,14.0,9.0,5.0,15.0,17.0,11.0,12.0,8.0
Graphic Designer,14.0,10.0,7.0,20.0,17.0,11.0,12.0,8.0
Graphic Designer,13.0,7.0,8.0,18.0,17.0,11.0,12.0,8.0
Graphic Designer,12.0,6.0,7.0,17.0,15.0,11.0,12.0,8.0
Graphic Designer,11.0,8.0,8.0,16.0,15.0,11.0,12.0,8.0
Graphic Designer,12.0,9.0,9.0,16.0,15.0,12.0,12.0,8.0
Graphic Designer,14.0,10.0,10.0,15.0,15.0,12.0,13.0,8.0
Graphic Designer,14.0,7.0,5.0,20.0,15.0,12.0,13.0,8.0
Graphic Designer,13.0,6.0,6.0,18.0,15.0,12.0,13.0,8.0
Graphic Designer,12.0,8.0,5.0,17.0,15.0,12.0,13.0,8.0
Graphic Designer,11.0,9.0,7.0,16.0,15.0,12.0,13.0,8.0
Graphic Designer,12.0,10.0,8.0,16.0,15.0,13.0,13.0,8.0
Graphic Designer,14.0,7.0,7.0,15.0,15.0,13.0,13.0,8.0
Graphic Designer,14.0,6.0,8.0,20.0,15.0,13.0,13.0,8.0
Graphic Designer,13.0,8.0,9.0,18.0,15.0,13.0,13.0,8.0
Graphic Designer,12.0,9.0,10.0,17.0,19.0,13.0,12.0,8.0
Graphic Designer,11.0,10.0,5.0,16.0,19.0,13.0,12.0,8.0
Graphic Designer,14.0,7.0,6.0,16.0,19.0,13.0,12.0,8.0
Graphic Designer,13.0,6.0,7.0,15.0,19.0,13.0,12.0,8.0
Graphic Designer,12.0,8.0,8.0,17.0,19.0,13.0,12.0,8.0
Graphic Designer,11.0,9.0,9.0,18.0,19.0,13.0,12.0,8.0
Fashion Designer,5.0,7.0,11.0,11.0,10.0,18.0,16.0,15.0
Fashion Designer,6.0,7.0,12.0,11.0,9.0,18.0,16.0,15.0
Fashion Designer,7.0,8.0,14.0,11.0,8.0,18.0,16.0,15.0
Fashion Designer,8.0,8.0,11.0,11.0,7.0,18.0,16.0,15.0
Fashion Designer,8.0,9.0,12.0,11.0,10.0,18.0,16.0,15.0
Fashion Designer,7.0,9.0,14.0,11.0,9.0,18.0,16.0,15.0
Fashion Designer,6.0,7.0,11.0,11.0,8.0,18.0,16.0,15.0
Fashion Designer,5.0,7.0,12.0,11.0,7.0,18.0,16.0,15.0
Fashion Designer,5.0,8.0,14.0,11.0,10.0,18.0,16.0,15.0
Fashion Designer,6.0,8.0,11.0,11.0,9.0,18.0,16.0,15.0
Fashion Designer,7.0,9.0,12.0,11.0,8.0,18.0,16.0,15.0
Fashion Designer,8.0,9.0,14.0,13.0,7.0,18.0,16.0,15.0
Fashion Designer,8.0,7.0,11.0,13.0,10.0,18.0,16.0,15.0
Fashion Designer,7.0,7.0,12.0,13.0,9.0,18.0,16.0,15.0
Fashion Designer,6.0,8.0,14.0,13.0,8.0,18.0,16.0,15.0
Fashion Designer,5.0,8.0,11.0,13.0,7.0,18.0,16.0,15.0
Fashion Designer,5.0,9.0,12.0,13.0,10.0,18.0,16.0,15.0
Fashion Designer,6.0,9.0,14.0,13.0,9.0,18.0,16.0,15.0
Fashion Designer,7.0,7.0,11.0,13.0,8.0,18.0,16.0,15.0
Fashion Designer,8.0,7.0,12.0,13.0,7.0,18.0,16.0,15.0
Fashion Designer,8.0,8.0,14.0,13.0,10.0,18.0,16.0,15.0
Fashion Designer,7.0,8.0,11.0,13.0,9.0,18.0,16.0,15.0
Fashion Designer,6.0,9.0,12.0,14.0,8.0,18.0,16.0,15.0
Fashion Designer,5.0,9.0,14.0,14.0,7.0,18.0,16.0,15.0
Fashion Designer,5.0,7.0,14.0,14.0,10.0,18.0,16.0,15.0
Fashion Designer,6.0,7.0,13.0,14.0,9.0,18.0,16.0,15.0
Fashion Designer,7.0,8.0,12.0,14.0,8.0,18.0,16.0,15.0
Fashion Designer,8.0,8.0,11.0,14.0,7.0,18.0,16.0,15.0
Fashion Designer,8.0,9.0,12.0,14.0,10.0,18.0,16.0,15.0
Fashion Designer,7.0,9.0,14.0,14.0,9.0,18.0,16.0,15.0
Fashion Designer,6.0,7.0,14.0,14.0,8.0,18.0,16.0,15.0
Fashion Designer,5.0,7.0,13.0,14.0,7.0,18.0,16.0,15.0
Fashion Designer,5.0,8.0,12.0,14.0,10.0,18.0,16.0,15.0
Fashion Designer,6.0,8.0,11.0,13.0,9.0,18.0,16.0,15.0
Fashion Designer,7.0,9.0,12.0,13.0,8.0,18.0,16.0,15.0
Fashion Designer,8.0,9.0,14.0,13.0,7.0,18.0,16.0,15.0
Fashion Designer,8.0,7.0,14.0,13.0,10.0,18.0,16.0,15.0
Fashion Designer,7.0,7.0,13.0,13.0,9.0,18.0,16.0,15.0
Fashion Designer,6.0,8.0,12.0,13.0,8.0,18.0,16.0,15.0
Fashion Designer,5.0,8.0,11.0,13.0,7.0,18.0,16.0,15.0
Fashion Designer,5.0,9.0,12.0,13.0,10.0,18.0,16.0,15.0
Fashion Designer,6.0,9.0,14.0,12.0,9.0,18.0,16.0,15.0
Fashion Designer,7.0,7.0,14.0,12.0,8.0,18.0,16.0,15.0
Fashion Designer,8.0,7.0,13.0,12.0,7.0,18.0,16.0,15.0
Fashion Designer,8.0,8.0,12.0,12.0,10.0,18.0,16.0,15.0
Fashion Designer,7.0,8.0,11.0,12.0,9.0,18.0,16.0,15.0
Fashion Designer,6.0,9.0,14.0,12.0,8.0,18.0,16.0,15.0
Fashion Designer,5.0,9.0,13.0,12.0,7.0,18.0,16.0,15.0
Fashion Designer,6.0,8.0,12.0,12.0,6.0,18.0,16.0,15.0
Fashion Designer,8.0,6.0,11.0,12.0,7.0,18.0,16.0,15.0
Interior Decorator,11.0,7.0,5.0,20.0,16.0,17.0,12.0,14.0
Interior Decorator,12.0,7.0,6.0,19.0,16.0,17.0,12.0,14.0
Interior Decorator,13.0,7.0,7.0,18.0,16.0,17.0,12.0,14.0
Interior Decorator,12.0,7.0,8.0,17.0,16.0,17.0,12.0,14.0
Interior Decorator,14.0,7.0,8.0,16.0,16.0,17.0,12.0,14.0
Interior Decorator,11.0,7.0,7.0,15.0,16.0,17.0,12.0,14.0
Interior Decorator,12.0,7.0,6.0,20.0,16.0,17.0,12.0,14.0
Interior Decorator,13.0,7.0,5.0,19.0,16.0,17.0,12.0,14.0
Interior Decorator,12.0,7.0,5.0,18.0,16.0,17.0,12.0,14.0
Interior Decorator,14.0,7.0,6.0,17.0,16.0,17.0,12.0,14.0
Interior Decorator,11.0,7.0,7.0,16.0,16.0,17.0,13.0,14.0
Interior Decorator,12.0,7.0,8.0,15.0,16.0,17.0,13.0,11.0
Interior Decorator,13.0,7.0,8.0,20.0,16.0,17.0,13.0,11.0
Interior Decorator,12.0,7.0,7.0,19.0,16.0,18.0,13.0,11.0
Interior Decorator,14.0,7.0,6.0,18.0,16.0,18.0,13.0,11.0
Interior Decorator,11.0,7.0,5.0,17.0,16.0,18.0,13.0,11.0
Interior Decorator,12.0,7.0,5.0,16.0,15.0,18.0,13.0,11.0
Interior Decorator,13.0,7.0,6.0,15.0,15.0,18.0,13.0,11.0
Interior Decorator,12.0,7.0,7.0,20.0,15.0,18.0,13.0,11.0
Interior Decorator,14.0,7.0,8.0,19.0,15.0,18.0,13.0,11.0
Interior Decorator,11.0,7.0,8.0,18.0,15.0,18.0,13.0,11.0
Interior Decorator,12.0,7.0,7.0,17.0,15.0,18.0,12.0,11.0
Interior Decorator,13.0,7.0,6.0,16.0,15.0,18.0,12.0,13.0
Interior Decorator,12.0,7.0,5.0,15.0,15.0,18.0,12.0,13.0
Interior Decorator,14.0,7.0,5.0,20.0,15.0,18.0,12.0,13.0
Interior Decorator,11.0,7.0,6.0,19.0,15.0,18.0,12.0,13.0
Interior Decorator,12.0,7.0,7.0,18.0,15.0,15.0,12.0,13.0
Interior Decorator,13.0,7.0,8.0,17.0,15.0,15.0,12.0,13.0
Interior Decorator,12.0,7.0,8.0,16.0,15.0,15.0,12.0,13.0
Interior Decorator,14.0,7.0,7.0,15.0,15.0,15.0,12.0,13.0
Interior Decorator,11.0,7.0,6.0,20.0,15.0,15.0,12.0,13.0
Interior Decorator,12.0,7.0,5.0,19.0,15.0,15.0,12.0,13.0
Interior Decorator,13.0,7.0,5.0,18.0,18.0,15.0,14.0,11.0
Interior Decorator,12.0,7.0,6.0,17.0,18.0,15.0,14.0,11.0
Interior Decorator,14.0,7.0,7.0,16.0,18.0,15.0,14.0,11.0
Interior Decorator,11.0,7.0,8.0,15.0,18.0,19.0,14.0,11.0
Interior Decorator,12.0,7.0,8.0,20.0,18.0,19.0,14.0,11.0
Interior Decorator,13.0,7.0,7.0,19.0,18.0,19.0,14.0,11.0
Interior Decorator,12.0,7.0,6.0,18.0,18.0,19.0,14.0,11.0
Interior Decorator,14.0,7.0,5.0,17.0,18.0,19.0,14.0,11.0
Interior Decorator,11.0,7.0,5.0,16.0,18.0,19.0,14.0,11.0
Interior Decorator,12.0,7.0,6.0,15.0,18.0,19.0,14.0,11.0
Interior Decorator,13.0,7.0,7.0,20.0,18.0,19.0,14.0,11.0
Interior Decorator,12.0,7.0,8.0,19.0,18.0,19.0,14.0,11.0
Interior Decorator,14.0,7.0,8.0,18.0,18.0,19.0,14.0,11.0
Interior Decorator,11.0,7.0,7.0,17.0,19.0,19.0,14.0,11.0
Interior Decorator,12.0,7.0,6.0,16.0,19.0,19.0,14.0,11.0
Interior Decorator,13.0,7.0,5.0,15.0,19.0,19.0,14.0,11.0
Interior Decorator,12.0,7.0,6.0,17.0,19.0,19.0,14.0,11.0
Interior Decorator,14.0,7.0,8.0,16.0,19.0,19.0,14.0,11.0
Pilot,6.0,5.0,18.0,19.0,11.0,13.0,7.0,20.0
Pilot,6.0,6.0,17.0,19.0,12.0,13.0,7.0,19.0
Pilot,6.0,7.0,16.0,19.0,13.0,13.0,8.0,18.0
Pilot,6.0,8.0,16.0,19.0,12.0,13.0,8.0,17.0
Pilot,6.0,8.0,18.0,19.0,14.0,13.0,7.0,20.0
Pilot,6.0,7.0,17.0,19.0,11.0,13.0,6.0,19.0
Pilot,6.0,6.0,16.0,19.0,12.0,13.0,5.0,18.0
Pilot,6.0,5.0,16.0,19.0,13.0,13.0,5.0,17.0
Pilot,6.0,5.0,18.0,19.0,12.0,13.0,6.0,20.0
Pilot,6.0,6.0,17.0,19.0,14.0,13.0,7.0,19.0
Pilot,6.0,7.0,16.0,19.0,11.0,13.0,8.0,18.0
Pilot,6.0,8.0,16.0,19.0,12.0,13.0,7.0,17.0
Pilot,6.0,8.0,18.0,19.0,13.0,13.0,6.0,20.0
Pilot,8.0,7.0,17.0,19.0,12.0,13.0,7.0,19.0
Pilot,8.0,6.0,16.0,19.0,14.0,13.0,7.0,18.0
Pilot,8.0,5.0,16.0,19.0,11.0,13.0,9.0,17.0
Pilot,8.0,5.0,18.0,19.0,12.0,13.0,9.0,20.0
Pilot,8.0,6.0,17.0,19.0,13.0,13.0,8.0,19.0
Pilot,8.0,7.0,16.0,19.0,12.0,13.0,8.0,18.0
Pilot,8.0,8.0,16.0,17.0,14.0,13.0,7.0,17.0
Pilot,8.0,8.0,16.0,17.0,11.0,14.0,6.0,20.0
Pilot,8.0,7.0,16.0,17.0,12.0,14.0,9.0,19.0
Pilot,8.0,6.0,18.0,17.0,13.0,14.0,5.0,18.0
Pilot,8.0,5.0,17.0,17.0,12.0,14.0,5.0,17.0
Pilot,8.0,5.0,16.0,17.0,14.0,14.0,6.0,20.0
Pilot,8.0,6.0,16.0,17.0,11.0,14.0,7.0,19.0
Pilot,9.0,7.0,18.0,17.0,12.0,14.0,7.0,18.0
Pilot,9.0,8.0,17.0,17.0,13.0,14.0,6.0,17.0
Pilot,9.0,8.0,16.0,17.0,12.0,14.0,8.0,20.0
Pilot,9.0,7.0,16.0,17.0,14.0,14.0,8.0,19.0
Pilot,9.0,6.0,16.0,17.0,11.0,14.0,8.0,18.0
Pilot,9.0,5.0,16.0,17.0,12.0,14.0,8.0,17.0
Pilot,9.0,5.0,18.0,15.0,13.0,14.0,8.0,20.0
Pilot,9.0,6.0,17.0,15.0,12.0,14.0,7.0,19.0
Pilot,9.0,7.0,16.0,15.0,14.0,14.0,6.0,18.0
Pilot,10.0,8.0,16.0,15.0,11.0,12.0,5.0,17.0
Pilot,10.0,8.0,18.0,15.0,12.0,12.0,5.0,20.0
Pilot,10.0,7.0,17.0,15.0,13.0,12.0,6.0,19.0
Pilot,10.0,6.0,16.0,15.0,12.0,12.0,7.0,18.0
Pilot,10.0,5.0,16.0,15.0,14.0,12.0,8.0,17.0
Pilot,10.0,5.0,16.0,15.0,11.0,12.0,5.0,20.0
Pilot,10.0,6.0,16.0,15.0,12.0,12.0,5.0,19.0
Pilot,5.0,7.0,18.0,15.0,13.0,12.0,6.0,18.0
Pilot,5.0,8.0,17.0,15.0,12.0,12.0,7.0,17.0
Pilot,5.0,8.0,16.0,15.0,14.0,12.0,5.0,20.0
Pilot,5.0,7.0,16.0,15.0,11.0,12.0,5.0,19.0
Pilot,5.0,6.0,18.0,15.0,12.0,12.0,5.0,18.0
Pilot,6.0,5.0,17.0,15.0,13.0,12.0,6.0,17.0
Pilot,7.0,6.0,16.0,15.0,12.0,12.0,7.0,16.0
Pilot,5.0,8.0,16.0,15.0,14.0,12.0,5.0,17.0
Psychologist,12.0,11.0,5.0,20.0,7.0,18.0,20.0,13.0
Psychologist,12.0,12.0,5.0,20.0,7.0,17.0,17.0,13.0
Psychologist,12.0,13.0,5.0,20.0,7.0,20.0,20.0,12.0
Psychologist,12.0,12.0,5.0,20.0,7.0,19.0,19.0,12.0
Psychologist,12.0,14.0,5.0,19.0,7.0,18.0,18.0,14.0
Psychologist,12.0,11.0,5.0,18.0,7.0,17.0,17.0,11.0
Psychologist,11.0,12.0,5.0,17.0,7.0,20.0,20.0,11.0
Psychologist,12.0,13.0,5.0,20.0,7.0,18.0,19.0,13.0
Psychologist,13.0,12.0,5.0,19.0,7.0,17.0,18.0,13.0
Psychologist,12.0,14.0,5.0,18.0,7.0,20.0,20.0,12.0
Psychologist,14.0,11.0,5.0,17.0,7.0,19.0,17.0,12.0
Psychologist,11.0,12.0,5.0,20.0,7.0,18.0,20.0,14.0
